chrom	start	end	strand	type	score	motif	NH1	NH2	F73	F83	F89	F99	F137	F147	F153	F163	F329	F339	F345	F355	F393	F403	F409	F419	event	event_type	introns	location	distance_from_authentic	transcript
chrX	136872346	136875085	-	sj	83	22	83	0	0	0	0	52	0	31	0	0	0	0	0	0	0	0	0	0	alternate intergenic acceptor @ +2107 (NM_001164803.2 exon 6-7)	alternate acceptor	NA	intergenic	2107	NM_002139.4
chrX	136873249	136873444	-	sj	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	136873405	136875085	-	sj	2	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	cryptic intergenic acceptor @ +1048	cryptic acceptor	NA	intergenic	1048	NM_002139.4
chrX	136874159	136874290	-	sj	1	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	unannotated exonic junction	unannotated intron	NA	exonic	NA	NM_002139.4
chrX	136874453	136875085	-	sj	607	22	606	1	0	1	0	281	0	323	1	0	0	0	0	0	0	1	0	0	canonical exon 8-9 splicing	canonical	8	NA	NA	NM_002139.4
chrX	136875169	136875257	-	sj	871	22	871	0	0	0	0	408	0	463	0	0	0	0	0	0	0	0	0	0	canonical exon 7-8 splicing	canonical	7	NA	NA	NM_002139.4
chrX	136875384	136875470	-	sj	1169	22	1165	4	1	1	0	507	0	655	0	1	0	0	0	2	0	2	0	0	canonical exon 6-7 splicing	canonical	6	NA	NA	NM_002139.4
chrX	136875384	136876502	-	sj	2	2	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	exon 6 skipping	exon skipping	"5, 6"	NA	NA	NM_002139.4
chrX	136875586	136876502	-	sj	723	22	719	4	0	0	0	322	0	400	0	0	0	0	0	1	0	0	0	0	canonical exon 5-6 splicing	canonical	5	NA	NA	NM_002139.4
chrX	136876656	136877914	-	sj	989	22	989	0	1	0	0	456	0	532	0	0	0	0	0	0	0	0	0	0	canonical exon 4-5 splicing	canonical	4	NA	NA	NM_002139.4
chrX	136876656	136879016	-	sj	6	22	6	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	alternate exon 4 skipping (NR_028476.2 exon 3-4)	alternate exon skipping	"3, 4"	NA	NA	NM_002139.4
chrX	1368776	1426211	-	sj	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_004192.4
chrX	136878087	136879016	-	sj	634	22	628	6	0	0	0	315	0	313	0	0	0	0	0	3	0	3	0	0	canonical exon 3-4 splicing	canonical	3	NA	NA	NM_002139.4
chrX	136879124	136879318	-	sj	704	22	670	34	0	1	0	374	0	310	0	1	0	0	0	13	0	5	0	0	canonical exon 2-3 splicing	canonical	2	NA	NA	NM_002139.4
chrX	136879159	136879318	-	sj	5	22	5	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	alternate intron 2 acceptor @ -36 (NR_028477.2 exon 2-3)	alternate acceptor	2	intron 2	-36	NM_002139.4
chrX	136879454	136880192	-	sj	3	2	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	cryptic intron 1 donor @ +405	cryptic donor	1	intron 1	405	NM_002139.4
chrX	136879454	136880596	-	sj	998	22	984	14	1	0	0	413	0	576	1	0	0	0	0	0	0	7	0	0	canonical exon 1-2 splicing	canonical	1	NA	NA	NM_002139.4
chrX	136889000	137639856	+	sj	3	1	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	13689289	13703734	+	sj	3	21	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	cryptic intron 1 acceptor @ -80	cryptic acceptor	1	intron 1	-80	NM_004251.5
chrX	13689289	13703813	+	sj	140	21	140	0	0	68	0	0	0	0	0	72	0	0	0	0	0	0	0	0	canonical exon 1-2 splicing	canonical	1	NA	NA	NM_004251.5
chrX	13689289	13708720	+	sj	33	21	33	0	0	18	0	0	0	0	0	15	0	0	0	0	0	0	0	0	alternate exon 2 skipping (NM_001195328.2 exon 1-2)	alternate exon skipping	"1, 2"	NA	NA	NM_004251.5
chrX	13689289	13711599	+	sj	4	1	4	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	cryptic intergenic acceptor @ +7786	cryptic acceptor	NA	intergenic	7786	NM_004251.5
chrX	136909781	136925246	+	sj	1	21	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	136914243	136915152	+	sj	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	136914730	137604168	+	sj	4	1	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	136915045	136915088	-	sj	2	4	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	136922777	136925246	+	sj	5	21	5	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	136925380	136941613	+	sj	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	136925380	136993485	+	sj	4	21	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	136925380	136994846	+	sj	2	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	136925380	137021411	+	sj	2	21	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	136941317	136946180	-	sj	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	136977355	137765090	-	sj	2	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	136977780	137103818	-	sj	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	137001079	137001234	+	sj	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	137007681	137488033	-	sj	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	137007681	137964884	-	sj	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	13703903	13706580	+	sj	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cryptic intron 2 acceptor @ -2141	cryptic acceptor	2	intron 2	-2141	NM_004251.5
chrX	13703903	13708720	+	sj	58	21	58	0	0	31	0	0	0	0	0	27	0	0	0	0	0	0	0	0	canonical exon 2-3 splicing	canonical	2	NA	NA	NM_004251.5
chrX	13703903	13711599	+	sj	3	1	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cryptic intergenic acceptor @ +2879	cryptic acceptor	NA	intergenic	2879	NM_004251.5
chrX	13703903	13715719	+	sj	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cryptic intergenic acceptor @ +6999	cryptic acceptor	NA	intergenic	6999	NM_004251.5
chrX	13705027	14469475	+	sj	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unannotated intergenic/intronic junction	unannotated intron	NA	intergenic/intronic	NA	NM_004251.5
chrX	1370641	1371571	-	sj	5	2	0	5	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	unannotated intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intronic	NA	NM_002183.4
chrX	1370641	1372738	-	sj	3	2	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	unannotated intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intronic	NA	NM_002183.4
chrX	13706580	14579511	+	sj	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	NA
chrX	13706742	13708720	+	sj	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cryptic intron 2 donor @ +2840	cryptic donor	2	intron 2	2840	NM_004251.5
chrX	137075256	137640302	+	sj	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	137075383	137103818	-	sj	1	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	137075671	137765879	+	sj	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	137125595	137675280	-	sj	2	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	137125595	137962851	-	sj	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	137125595	137974151	-	sj	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	137127122	138078131	-	sj	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	137127891	137208410	+	sj	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	13713147	13715719	+	sj	3	1	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	unannotated intronic/exonic junction (opposite strand)	unannotated intron (opposite strand)	NA	intronic/exonic	NA	NM_001011658.4
chrX	13713309	13713670	+	sj	2	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	unannotated exonic junction (opposite strand)	unannotated intron (opposite strand)	NA	exonic	NA	NM_001011658.4
chrX	13713380	13713741	+	sj	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	unannotated exonic junction (opposite strand)	unannotated intron (opposite strand)	NA	exonic	NA	NM_001011658.4
chrX	13713785	13715445	-	sj	1	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	unannotated intronic/exonic junction	unannotated intron	NA	intronic/exonic	NA	NM_001011658.4
chrX	137139708	137488747	+	sj	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	137139708	137965605	+	sj	2	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	137139708	138079332	+	sj	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	13714506	13716003	-	sj	129	22	129	0	0	0	0	80	0	48	1	0	0	0	0	0	0	0	0	0	canonical exon 5-6 splicing	canonical	5	NA	NA	NM_001011658.4
chrX	13714506	13716510	-	sj	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	exon 5 skipping/cryptic intron 4 donor @ +24	"exon skipping, cryptic donor"	"4, 5"	intron 4	24	NM_001011658.4
chrX	13716090	13716533	-	sj	97	26	97	0	0	0	0	50	0	47	0	0	0	0	0	0	0	0	0	0	canonical exon 4-5 splicing	canonical	4	NA	NA	NM_001011658.4
chrX	13716679	13719870	-	sj	233	22	224	9	0	0	0	118	0	107	0	0	0	0	0	4	0	4	0	0	canonical exon 3-4 splicing	canonical	3	NA	NA	NM_001011658.4
chrX	1371806	1372738	-	sj	4	2	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	unannotated intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intronic	NA	NM_002183.4
chrX	13719983	13720427	-	sj	13	22	13	0	0	0	0	8	0	5	0	0	0	0	0	0	0	0	0	0	cryptic intron 2 donor @ +13617	cryptic donor	2	intron 2	13617	NM_001011658.4
chrX	13719983	13734043	-	sj	53	22	53	0	0	0	0	27	0	26	0	0	0	0	0	0	0	0	0	0	canonical exon 2-3 splicing	canonical	2	NA	NA	NM_001011658.4
chrX	13719983	13734524	-	sj	83	22	81	2	0	0	0	19	0	62	0	0	0	0	0	1	0	1	0	0	alternate exon 2 skipping (NM_014563.6 exon 1-2)	alternate exon skipping	"1, 2"	NA	NA	NM_001011658.4
chrX	13720498	13734043	-	sj	2	22	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	cryptic intron 2 acceptor @ -516	cryptic acceptor	2	intron 2	-516	NM_001011658.4
chrX	13720498	13734524	-	sj	9	22	9	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	exon 2 skipping/cryptic intron 2 acceptor @ -516	"exon skipping, cryptic acceptor"	"1, 2"	intron 2	-516	NM_001011658.4
chrX	13726216	14392422	-	sj	2	2	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	unannotated intergenic/intronic junction	unannotated intron	NA	intergenic/intronic	NA	NM_001011658.4
chrX	13727972	13978050	-	sj	1	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	unannotated intergenic/intronic junction	unannotated intron	NA	intergenic/intronic	NA	NM_001011658.4
chrX	13734186	13734524	-	sj	69	22	69	0	0	0	0	26	0	43	0	0	0	0	0	0	0	0	0	0	canonical exon 1-2 splicing	canonical	1	NA	NA	NM_001011658.4
chrX	13735084	13735247	+	sj	357	21	357	0	0	225	0	0	0	0	0	132	0	0	0	0	0	0	0	0	canonical exon 1-2 splicing	canonical	1	NA	NA	NM_003611.3
chrX	13735347	13736107	+	sj	2	21	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	cryptic intron 2 acceptor @ -371	cryptic acceptor	2	intron 2	-371	NM_003611.3
chrX	13735347	13736167	+	sj	2	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cryptic intron 2 acceptor @ -311	cryptic acceptor	2	intron 2	-311	NM_003611.3
chrX	13735347	13736187	+	sj	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cryptic intron 2 acceptor @ -291	cryptic acceptor	2	intron 2	-291	NM_003611.3
chrX	13735347	13736477	+	sj	269	21	269	0	0	151	0	0	0	0	0	118	0	0	0	0	0	0	0	0	canonical exon 2-3 splicing	canonical	2	NA	NA	NM_003611.3
chrX	13735347	13736655	+	sj	9	21	9	0	0	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	cryptic exon 3 acceptor @ +178	cryptic acceptor	2	exon 3	178	NM_003611.3
chrX	13736297	13736477	+	sj	23	21	23	0	0	12	0	0	0	0	0	11	0	0	0	0	0	0	0	0	cryptic intron 2 donor @ +951	cryptic donor	2	intron 2	951	NM_003611.3
chrX	13736546	13736655	+	sj	4	21	4	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	unannotated exonic junction	unannotated intron	NA	exonic	NA	NM_003611.3
chrX	13736679	13738845	+	sj	215	21	215	0	0	109	0	0	0	0	0	106	0	0	0	0	0	0	0	0	canonical exon 3-4 splicing	canonical	3	NA	NA	NM_003611.3
chrX	1373672	1388462	-	sj	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_001636.4
chrX	13738915	13739001	+	sj	240	21	240	0	0	110	0	0	0	0	0	130	0	0	0	0	0	0	0	0	canonical exon 4-5 splicing	canonical	4	NA	NA	NM_003611.3
chrX	13739033	13740088	+	sj	17	21	17	0	0	11	0	0	0	0	0	6	0	0	0	0	0	0	0	0	alternate intron 5 acceptor @ -4327 (NM_001330210.2 exon 5-6)	alternate acceptor	5	intron 5	-4327	NM_003611.3
chrX	13739033	13744414	+	sj	148	21	148	0	0	78	0	0	0	0	0	70	0	0	0	0	0	0	0	0	canonical exon 5-6 splicing	canonical	5	NA	NA	NM_003611.3
chrX	137390622	137797750	+	sj	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	137390622	137976416	+	sj	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	1373920	1746605	-	sj	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_002183.4
chrX	13740214	13744414	+	sj	11	21	11	0	0	3	0	0	0	0	0	8	0	0	0	0	0	0	0	0	alternate intron 5 donor @ +1182 (NM_001330210.2 exon 6-7)	alternate donor	5	intron 5	1182	NM_003611.3
chrX	13744520	13746318	+	sj	149	21	149	0	0	61	0	0	0	0	0	88	0	0	0	0	0	0	0	0	canonical exon 6-7 splicing	canonical	6	NA	NA	NM_003611.3
chrX	13744520	13746347	+	sj	2	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	cryptic exon 7 acceptor @ +29	cryptic acceptor	6	exon 7	29	NM_003611.3
chrX	13746456	13746779	+	sj	131	21	131	0	0	77	0	0	1	0	0	53	0	0	0	0	0	0	0	0	canonical exon 7-8 splicing	canonical	7	NA	NA	NM_003611.3
chrX	13746954	13749426	+	sj	68	21	68	0	0	30	0	0	0	0	0	38	0	0	0	0	0	0	0	0	canonical exon 8-9 splicing	canonical	8	NA	NA	NM_003611.3
chrX	13746957	13749426	+	sj	2	21	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cryptic intron 8 donor @ +4	cryptic donor	8	intron 8	4	NM_003611.3
chrX	13749534	13751248	+	sj	206	21	206	0	0	108	0	0	0	0	0	98	0	0	0	0	0	0	0	0	canonical exon 9-10 splicing	canonical	9	NA	NA	NM_003611.3
chrX	13749534	13753367	+	sj	33	21	33	0	0	15	0	0	1	0	0	17	0	0	0	0	0	0	0	0	alternate exon 10 skipping (NM_001330209.2 exon 9-10)	alternate exon skipping	"9, 10"	NA	NA	NM_003611.3
chrX	13749534	13756577	+	sj	1	21	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	exon 10-11-12 skipping	exon skipping	"9, 10, 11, 12"	NA	NA	NM_003611.3
chrX	137511030	138078131	-	sj	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	13751369	13752703	+	sj	39	21	39	0	0	22	0	0	0	0	0	17	0	0	0	0	0	0	0	0	cryptic intron 10 acceptor @ -665	cryptic acceptor	10	intron 10	-665	NM_003611.3
chrX	13751369	13753367	+	sj	87	21	87	0	0	50	0	0	0	0	0	37	0	0	0	0	0	0	0	0	canonical exon 10-11 splicing	canonical	10	NA	NA	NM_003611.3
chrX	13751369	13755150	+	sj	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	exon 11 skipping	exon skipping	"10, 11"	NA	NA	NM_003611.3
chrX	13751369	13756577	+	sj	3	1	3	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	exon 11-12 skipping	exon skipping	"10, 11, 12"	NA	NA	NM_003611.3
chrX	13752824	13753367	+	sj	1	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cryptic intron 10 donor @ +1456	cryptic donor	10	intron 10	1456	NM_003611.3
chrX	13753442	13755150	+	sj	60	21	60	0	0	28	0	0	1	0	0	31	0	0	0	0	0	0	0	0	canonical exon 11-12 splicing	canonical	11	NA	NA	NM_003611.3
chrX	13755243	13756577	+	sj	142	21	141	1	0	50	0	0	0	0	0	92	0	0	0	0	0	0	0	0	canonical exon 12-13 splicing	canonical	12	NA	NA	NM_003611.3
chrX	137554436	137931813	+	sj	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	13756768	13757130	+	sj	4	1	4	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	cryptic intron 13 acceptor @ -530	cryptic acceptor	13	intron 13	-530	NM_003611.3
chrX	13756768	13757659	+	sj	155	21	155	0	0	73	0	0	0	0	0	82	0	0	0	0	0	0	0	0	canonical exon 13-14 splicing	canonical	13	NA	NA	NM_003611.3
chrX	13757791	13758336	+	sj	124	21	124	0	0	51	0	0	0	0	0	73	0	0	0	0	0	0	0	0	canonical exon 14-15 splicing	canonical	14	NA	NA	NM_003611.3
chrX	13757791	13760114	+	sj	2	21	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	exon 15 skipping	exon skipping	"14, 15"	NA	NA	NM_003611.3
chrX	13758449	13760114	+	sj	212	21	212	0	0	102	0	0	0	0	0	110	0	0	0	0	0	0	0	0	canonical exon 15-16 splicing	canonical	15	NA	NA	NM_003611.3
chrX	13760208	13760514	+	sj	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unannotated exonic junction	unannotated intron	NA	exonic	NA	NM_003611.3
chrX	13760721	13761084	+	sj	470	21	470	0	0	274	0	1	0	0	0	195	0	0	0	0	0	0	0	0	canonical exon 16-17 splicing	canonical	16	NA	NA	NM_003611.3
chrX	13761212	13762343	+	sj	142	21	142	0	0	73	0	0	0	0	0	69	0	0	0	0	0	0	0	0	canonical exon 17-18 splicing	canonical	17	NA	NA	NM_003611.3
chrX	13762445	13763744	+	sj	136	21	136	0	0	71	0	0	0	0	0	65	0	0	0	0	0	0	0	0	canonical exon 18-19 splicing	canonical	18	NA	NA	NM_003611.3
chrX	13762445	13767126	+	sj	17	21	17	0	0	7	0	0	0	0	0	10	0	0	0	0	0	0	0	0	exon 19 skipping	exon skipping	"18, 19"	NA	NA	NM_003611.3
chrX	13762445	13768053	+	sj	5	1	5	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	exon 19-20 skipping	exon skipping	"18, 19, 20"	NA	NA	NM_003611.3
chrX	13763856	13767126	+	sj	104	21	104	0	0	62	0	0	0	0	0	42	0	0	0	0	0	0	0	0	canonical exon 19-20 splicing	canonical	19	NA	NA	NM_003611.3
chrX	13763856	13768053	+	sj	9	1	9	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	exon 20 skipping	exon skipping	"19, 20"	NA	NA	NM_003611.3
chrX	1376469	1388462	-	sj	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_001636.4
chrX	1376717	1426224	-	sj	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_004192.4
chrX	1376717	1746605	-	sj	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_002183.4
chrX	13767285	13768053	+	sj	116	21	116	0	0	35	0	0	0	0	0	81	0	0	0	0	0	0	0	0	canonical exon 20-21 splicing	canonical	20	NA	NA	NM_003611.3
chrX	13767285	13768056	+	sj	4	1	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	cryptic exon 21 acceptor @ +3	cryptic acceptor	20	exon 21	3	NM_003611.3
chrX	13767337	13768053	+	sj	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cryptic intron 20 donor @ +53	cryptic donor	20	intron 20	53	NM_003611.3
chrX	137674581	137962156	-	sj	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	137674581	138075878	-	sj	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	13768225	13768717	+	sj	251	21	251	0	0	116	0	0	0	0	0	135	0	0	0	0	0	0	0	0	canonical exon 21-22 splicing	canonical	21	NA	NA	NM_003611.3
chrX	13768786	13769065	+	sj	246	21	246	0	0	139	0	0	0	0	0	107	0	0	0	0	0	0	0	0	canonical exon 22-23 splicing	canonical	22	NA	NA	NM_003611.3
chrX	13768786	13769684	+	sj	4	21	4	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	cryptic intergenic acceptor @ +619	cryptic acceptor	NA	intergenic	619	NM_003611.3
chrX	13769894	13774159	+	sj	23	21	23	0	0	13	0	0	0	0	0	10	0	0	0	0	0	0	0	0	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_001001995.3
chrX	13774220	13776024	+	sj	9	21	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unannotated intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intronic	NA	NM_001001995.3
chrX	13776551	14285574	+	sj	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_001001995.3
chrX	1377754	1560815	-	sj	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_002183.4
chrX	137786499	138079439	-	sj	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	137786499	138461870	-	sj	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	1378109	1378321	-	sj	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	unannotated intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intronic	NA	NM_002183.4
chrX	1378156	1378321	-	sj	5	2	5	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	unannotated intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intronic	NA	NM_002183.4
chrX	1378156	1378692	-	sj	1	4	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	unannotated intronic/exonic junction (opposite strand)	unannotated intron (opposite strand)	NA	intronic/exonic	NA	NM_002183.4
chrX	1378180	1378321	-	sj	3	2	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	unannotated intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intronic	NA	NM_002183.4
